source	pathway_id	pathway_name	n_genes	primary_10_500_flag
GO_BP	GO:2000978	negative regulation of forebrain neuron differentiation	2	0
GO_BP	GO:2000979	positive regulation of forebrain neuron differentiation	1	0
GO_BP	GO:2000980	regulation of inner ear receptor cell differentiation	4	0
GO_BP	GO:2000981	negative regulation of inner ear receptor cell differentiation	2	0
GO_BP	GO:2000982	positive regulation of inner ear receptor cell differentiation	1	0
GO_BP	GO:2000986	negative regulation of behavioral fear response	1	0
GO_BP	GO:2000987	positive regulation of behavioral fear response	7	0
GO_BP	GO:2001013	epithelial cell proliferation involved in renal tubule morphogenesis	2	0
GO_BP	GO:2001014	regulation of skeletal muscle cell differentiation	21	1
GO_BP	GO:2001015	negative regulation of skeletal muscle cell differentiation	7	0
GO_BP	GO:2001016	positive regulation of skeletal muscle cell differentiation	8	0
GO_BP	GO:2001017	regulation of retrograde axon cargo transport	2	0
GO_BP	GO:2001019	positive regulation of retrograde axon cargo transport	2	0
GO_BP	GO:2001023	regulation of response to drug	5	0
GO_BP	GO:2001025	positive regulation of response to drug	1	0
GO_BP	GO:2001026	regulation of endothelial cell chemotaxis	21	1
GO_BP	GO:2001027	negative regulation of endothelial cell chemotaxis	4	0
GO_BP	GO:2001028	positive regulation of endothelial cell chemotaxis	15	1
GO_BP	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	27	1
GO_BP	GO:2001033	negative regulation of double-strand break repair via nonhomologous end joining	8	0
GO_BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	17	1
GO_BP	GO:2001035	regulation of tongue muscle cell differentiation	2	0
GO_BP	GO:2001037	positive regulation of tongue muscle cell differentiation	2	0
GO_BP	GO:2001038	regulation of cellular response to drug	2	0
GO_BP	GO:2001040	positive regulation of cellular response to drug	1	0
GO_BP	GO:2001044	regulation of integrin-mediated signaling pathway	21	1
GO_BP	GO:2001045	negative regulation of integrin-mediated signaling pathway	3	0
GO_BP	GO:2001046	positive regulation of integrin-mediated signaling pathway	13	1
GO_BP	GO:2001049	regulation of tendon cell differentiation	2	0
GO_BP	GO:2001051	positive regulation of tendon cell differentiation	2	0
GO_BP	GO:2001053	regulation of mesenchymal cell apoptotic process	2	0
GO_BP	GO:2001054	negative regulation of mesenchymal cell apoptotic process	2	0
GO_BP	GO:2001057	reactive nitrogen species metabolic process	28	1
GO_BP	GO:2001074	regulation of metanephric ureteric bud development	2	0
GO_BP	GO:2001076	positive regulation of metanephric ureteric bud development	2	0
GO_BP	GO:2001107	negative regulation of Rho guanyl-nucleotide exchange factor activity	2	0
GO_BP	GO:2001109	regulation of lens epithelial cell proliferation	2	0
GO_BP	GO:2001111	positive regulation of lens epithelial cell proliferation	2	0
GO_BP	GO:2001112	regulation of cellular response to hepatocyte growth factor stimulus	1	0
GO_BP	GO:2001113	negative regulation of cellular response to hepatocyte growth factor stimulus	1	0
GO_BP	GO:2001124	regulation of translational frameshifting	2	0
GO_BP	GO:2001125	negative regulation of translational frameshifting	2	0
GO_BP	GO:2001135	regulation of endocytic recycling	24	1
GO_BP	GO:2001136	negative regulation of endocytic recycling	4	0
GO_BP	GO:2001137	positive regulation of endocytic recycling	8	0
GO_BP	GO:2001138	regulation of phospholipid transport	16	1
GO_BP	GO:2001139	negative regulation of phospholipid transport	2	0
GO_BP	GO:2001140	positive regulation of phospholipid transport	15	1
GO_BP	GO:2001141	regulation of RNA biosynthetic process	3126	0
GO_BP	GO:2001142	nicotinate transport	2	0
GO_BP	GO:2001148	regulation of dipeptide transmembrane transport	2	0
GO_BP	GO:2001150	positive regulation of dipeptide transmembrane transport	2	0
GO_BP	GO:2001151	regulation of renal water transport	1	0
GO_BP	GO:2001153	positive regulation of renal water transport	1	0
GO_BP	GO:2001169	regulation of ATP biosynthetic process	21	1
GO_BP	GO:2001170	negative regulation of ATP biosynthetic process	3	0
GO_BP	GO:2001171	positive regulation of ATP biosynthetic process	15	1
GO_BP	GO:2001176	regulation of mediator complex assembly	1	0
GO_BP	GO:2001178	positive regulation of mediator complex assembly	1	0
GO_BP	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	20	1
GO_BP	GO:2001186	negative regulation of CD8-positive, alpha-beta T cell activation	8	0
GO_BP	GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	8	0
GO_BP	GO:2001188	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	6	0
GO_BP	GO:2001189	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	3	0
GO_BP	GO:2001190	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	3	0
GO_BP	GO:2001198	regulation of dendritic cell differentiation	12	1
GO_BP	GO:2001199	negative regulation of dendritic cell differentiation	6	0
GO_BP	GO:2001200	positive regulation of dendritic cell differentiation	3	0
GO_BP	GO:2001204	regulation of osteoclast development	7	0
GO_BP	GO:2001205	negative regulation of osteoclast development	4	0
GO_BP	GO:2001206	positive regulation of osteoclast development	1	0
GO_BP	GO:2001212	regulation of vasculogenesis	17	1
GO_BP	GO:2001213	negative regulation of vasculogenesis	2	0
GO_BP	GO:2001214	positive regulation of vasculogenesis	12	1
GO_BP	GO:2001222	regulation of neuron migration	37	1
GO_BP	GO:2001223	negative regulation of neuron migration	6	0
GO_BP	GO:2001224	positive regulation of neuron migration	16	1
GO_BP	GO:2001225	regulation of chloride transport	3	0
GO_BP	GO:2001226	negative regulation of chloride transport	1	0
GO_BP	GO:2001233	regulation of apoptotic signaling pathway	292	1
GO_BP	GO:2001234	negative regulation of apoptotic signaling pathway	180	1
GO_BP	GO:2001235	positive regulation of apoptotic signaling pathway	100	1
GO_BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	119	1
GO_BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	72	1
GO_BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	42	1
GO_BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	27	1
GO_BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	23	1
GO_BP	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	4	0
GO_BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	154	1
GO_BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	94	1
GO_BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	47	1
GO_BP	GO:2001245	regulation of phosphatidylcholine biosynthetic process	3	0
GO_BP	GO:2001247	positive regulation of phosphatidylcholine biosynthetic process	3	0
GO_BP	GO:2001248	regulation of ammonia assimilation cycle	1	0
GO_BP	GO:2001250	positive regulation of ammonia assimilation cycle	1	0
GO_BP	GO:2001251	negative regulation of chromosome organization	79	1
GO_BP	GO:2001252	positive regulation of chromosome organization	96	1
GO_BP	GO:2001256	regulation of store-operated calcium entry	11	1
GO_BP	GO:2001259	positive regulation of cation channel activity	21	1
GO_BP	GO:2001260	regulation of semaphorin-plexin signaling pathway	3	0
GO_BP	GO:2001262	positive regulation of semaphorin-plexin signaling pathway	1	0
GO_BP	GO:2001279	regulation of unsaturated fatty acid biosynthetic process	14	1
GO_BP	GO:2001280	positive regulation of unsaturated fatty acid biosynthetic process	11	1
GO_BP	GO:2001286	regulation of caveolin-mediated endocytosis	7	0
GO_BP	GO:2001287	negative regulation of caveolin-mediated endocytosis	2	0
GO_BP	GO:2001288	positive regulation of caveolin-mediated endocytosis	4	0
GO_BP	GO:2001293	malonyl-CoA metabolic process	7	0
GO_BP	GO:2001294	malonyl-CoA catabolic process	4	0
GO_BP	GO:2001295	malonyl-CoA biosynthetic process	3	0
GO_BP	GO:2001301	lipoxin biosynthetic process	5	0
GO_BP	GO:2001302	lipoxin A4 metabolic process	5	0
GO_BP	GO:2001303	lipoxin A4 biosynthetic process	3	0
GO_BP	GO:2001304	lipoxin B4 metabolic process	2	0
GO_BP	GO:2001306	lipoxin B4 biosynthetic process	1	0
GO_BP	GO:2001311	lysobisphosphatidic acid metabolic process	2	0
GO_BP	GO:7770016	rescue of stalled mitochondrial ribosome	3	0
GO_BP	GO:7770019	negative regulation of enteroendocrine cell differentiation	2	0
GO_BP	GO:7770020	intestinal enterochromaffin enteroendocrine cell differentiation	1	0
GO_BP	GO:7770021	intestinal type G enteroendocrine cell differentiation	1	0
GO_BP	GO:7770022	intestinal type I enteroendocrine cell differentiation	1	0
GO_BP	GO:7770023	intestinal type L enteroendocrine cell differentiation	1	0
GO_BP	GO:7770024	intestinal type N enteroendocrine cell differentiation	1	0
GO_BP	GO:7770025	intestinal type D enteroendocrine cell differentiation	2	0
GO_BP	GO:7770058	mitochondrial protein import pathway	43	1
GO_BP	GO:7770059	alpha helical protein insertion into mitochondrial outer membrane	3	0
Reactome	R-HSA-1059683	Interleukin-6 signaling	11	1
Reactome	R-HSA-109704	PI3K Cascade	39	1
Reactome	R-HSA-110056	MAPK3 (ERK1) activation	10	1
Reactome	R-HSA-110312	Translesion synthesis by REV1	16	1
Reactome	R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	30	1
Reactome	R-HSA-110320	Translesion Synthesis by POLH	19	1
Reactome	R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	35	1
Reactome	R-HSA-110329	Cleavage of the damaged pyrimidine 	35	1
Reactome	R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	30	1
Reactome	R-HSA-110331	Cleavage of the damaged purine	30	1
Reactome	R-HSA-110357	Displacement of DNA glycosylase by APEX1	9	0
Reactome	R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	8	0
Reactome	R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	2	0
Reactome	R-HSA-110381	Resolution of AP sites via the single-nucleotide replacement pathway	3	0
Reactome	R-HSA-111367	SLBP independent Processing of Histone Pre-mRNAs	10	1
Reactome	R-HSA-111446	Activation of BIM and translocation to mitochondria 	3	0
Reactome	R-HSA-111447	Activation of BAD and translocation to mitochondria 	15	1
Reactome	R-HSA-111448	Activation of NOXA and translocation to mitochondria	5	0
Reactome	R-HSA-111452	Activation and oligomerization of BAK protein	2	0
Reactome	R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	9	0
Reactome	R-HSA-111457	Release of apoptotic factors from the mitochondria	7	0
Reactome	R-HSA-111458	Formation of apoptosome	6	0
Reactome	R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	6	0
Reactome	R-HSA-111463	SMAC (DIABLO) binds to IAPs 	7	0
Reactome	R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 	7	0
Reactome	R-HSA-111465	Apoptotic cleavage of cellular proteins	18	1
Reactome	R-HSA-111469	SMAC, XIAP-regulated apoptotic response	5	0
Reactome	R-HSA-111471	Apoptotic factor-mediated response	2	0
Reactome	R-HSA-111885	Opioid Signalling	3	0
Reactome	R-HSA-111931	PKA-mediated phosphorylation of CREB	5	0
Reactome	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB	10	1
Reactome	R-HSA-111933	Calmodulin induced events	5	0
Reactome	R-HSA-111957	Cam-PDE 1 activation	4	0
Reactome	R-HSA-111995	phospho-PLA2 pathway	2	0
Reactome	R-HSA-111997	CaM pathway	1	0
Reactome	R-HSA-112043	PLC beta mediated events	12	1
Reactome	R-HSA-112122	ALKBH2 mediated reversal of alkylation damage	1	0
Reactome	R-HSA-112126	ALKBH3 mediated reversal of alkylation damage	4	0
Reactome	R-HSA-112303	Electric Transmission Across Gap Junctions	5	0
Reactome	R-HSA-112308	Presynaptic depolarization and calcium channel opening	11	1
Reactome	R-HSA-112310	Neurotransmitter release cycle	1	0
Reactome	R-HSA-112311	Neurotransmitter clearance	4	0
Reactome	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	10	1
Reactome	R-HSA-112382	Formation of RNA Pol II elongation complex 	58	1
Reactome	R-HSA-112399	IRS-mediated signalling	6	0
Reactome	R-HSA-112409	RAF-independent MAPK1/3 activation	13	1
Reactome	R-HSA-112411	MAPK1 (ERK2) activation	9	0
Reactome	R-HSA-112412	SOS-mediated signalling	7	0
Reactome	R-HSA-113418	Formation of the Early Elongation Complex	33	1
Reactome	R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	13	1
Reactome	R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation	9	0
Reactome	R-HSA-114294	Activation, translocation and oligomerization of BAX	2	0
Reactome	R-HSA-114508	Effects of PIP2 hydrolysis	21	1
Reactome	R-HSA-114516	Disinhibition of SNARE formation	5	0
Reactome	R-HSA-114604	GPVI-mediated activation cascade	35	1
Reactome	R-HSA-114608	Platelet degranulation 	126	1
Reactome	R-HSA-1169091	Activation of NF-kappaB in B cells	54	1
Reactome	R-HSA-1169092	Activation of RAS in B cells	5	0
Reactome	R-HSA-1169408	ISG15 antiviral mechanism	74	1
Reactome	R-HSA-1170546	Prolactin receptor signaling	15	1
Reactome	R-HSA-1181150	Signaling by NODAL	22	1
Reactome	R-HSA-1221632	Meiotic synapsis	53	1
Reactome	R-HSA-1222449	Mtb iron assimilation by chelation	1	0
Reactome	R-HSA-1222556	ROS and RNS production in phagocytes	34	1
Reactome	R-HSA-1227986	Signaling by ERBB2	18	1
Reactome	R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	11	1
Reactome	R-HSA-1234174	Cellular response to hypoxia	3	0
Reactome	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	53	1
Reactome	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	19	1
Reactome	R-HSA-1236394	Signaling by ERBB4	19	1
Reactome	R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	8	0
Reactome	R-HSA-1236974	ER-Phagosome pathway	81	1
Reactome	R-HSA-1236977	Endosomal/Vacuolar pathway	11	1
Reactome	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	42	1
Reactome	R-HSA-1237044	Erythrocytes take up carbon dioxide and release oxygen	13	1
Reactome	R-HSA-1237112	Methionine salvage pathway	6	0
Reactome	R-HSA-1247673	Erythrocytes take up oxygen and release carbon dioxide	9	0
Reactome	R-HSA-1250196	SHC1 events in ERBB2 signaling	22	1
Reactome	R-HSA-1250342	PI3K events in ERBB4 signaling	10	1
Reactome	R-HSA-1250347	SHC1 events in ERBB4 signaling	14	1
Reactome	R-HSA-1251932	PLCG1 events in ERBB2 signaling	4	0
Reactome	R-HSA-1251985	Nuclear signaling by ERBB4	32	1
Reactome	R-HSA-1253288	Downregulation of ERBB4 signaling	9	0
Reactome	R-HSA-1257604	PIP3 activates AKT signaling	105	1
Reactome	R-HSA-1266695	Interleukin-7 signaling	28	1
Reactome	R-HSA-1268020	Mitochondrial protein import	65	1
Reactome	R-HSA-1295596	Spry regulation of FGF signaling	16	1
Reactome	R-HSA-1296025	ATP sensitive Potassium channels	4	0
Reactome	R-HSA-1296041	Activation of G protein gated Potassium channels	29	1
Reactome	R-HSA-1296052	Ca2+ activated K+ channels	9	0
Reactome	R-HSA-1296053	Classical Kir channels	4	0
Reactome	R-HSA-1296061	HCN channels	4	0
Reactome	R-HSA-1296067	Potassium transport channels	3	0
Reactome	R-HSA-1296072	Voltage gated Potassium channels	43	1
Reactome	R-HSA-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)	1	0
Reactome	R-HSA-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	3	0
Reactome	R-HSA-1299316	TWIK-releated acid-sensitive K+ channel (TASK)	2	0
Reactome	R-HSA-1299344	TWIK-related spinal cord K+ channel (TRESK)	1	0
Reactome	R-HSA-1299361	TWIK-related alkaline pH activated K+ channel (TALK)	2	0
Reactome	R-HSA-1299503	TWIK related potassium channel (TREK)	3	0
Reactome	R-HSA-1300642	Sperm Motility And Taxes	9	0
Reactome	R-HSA-1300645	Acrosome Reaction and Sperm:Oocyte Membrane Binding	6	0
Reactome	R-HSA-1306955	GRB7 events in ERBB2 signaling	5	0
Reactome	R-HSA-1307965	betaKlotho-mediated ligand binding	3	0
Reactome	R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	13	1
Reactome	R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	19	1
Reactome	R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	16	1
Reactome	R-HSA-1362409	Mitochondrial iron-sulfur cluster biogenesis	12	1
Reactome	R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	26	1
Reactome	R-HSA-1369007	Mitochondrial ABC transporters	4	0
Reactome	R-HSA-1369062	ABC transporters in lipid homeostasis	18	1
Reactome	R-HSA-139853	Elevation of cytosolic Ca2+ levels	16	1
Reactome	R-HSA-139910	Activation of BMF and translocation to mitochondria	3	0
Reactome	R-HSA-139915	Activation of PUMA and translocation to mitochondria	9	0
Reactome	R-HSA-140180	COX reactions	1	0
Reactome	R-HSA-140342	Apoptosis induced DNA fragmentation	13	1
Reactome	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	15	1
Reactome	R-HSA-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	2	0
Reactome	R-HSA-141334	PAOs oxidise polyamines to amines	2	0
Reactome	R-HSA-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	2	0
Reactome	R-HSA-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	21	1
Reactome	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	94	1
Reactome	R-HSA-1433557	Signaling by SCF-KIT	37	1
Reactome	R-HSA-1433559	Regulation of KIT signaling	16	1
Reactome	R-HSA-1433617	Regulation of signaling by NODAL	11	1
Reactome	R-HSA-1442490	Collagen degradation	61	1
Reactome	R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	71	1
Reactome	R-HSA-1461957	Beta defensins	42	1
Reactome	R-HSA-1461973	Defensins	44	1
Reactome	R-HSA-1462054	Alpha-defensins	9	0
Reactome	R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	10	1
Reactome	R-HSA-1474228	Degradation of the extracellular matrix	80	1
Reactome	R-HSA-1475029	Reversible hydration of carbon dioxide	12	1
Reactome	R-HSA-1482788	Acyl chain remodelling of PC	27	1
Reactome	R-HSA-1482798	Acyl chain remodeling of CL	6	0
Reactome	R-HSA-1482801	Acyl chain remodelling of PS	22	1
Reactome	R-HSA-1482839	Acyl chain remodelling of PE	29	1
Reactome	R-HSA-1482883	Acyl chain remodeling of DAG and TAG	7	0
Reactome	R-HSA-1482922	Acyl chain remodelling of PI	17	1
Reactome	R-HSA-1482925	Acyl chain remodelling of PG	18	1
Reactome	R-HSA-1483076	Synthesis of CL	1	0
Reactome	R-HSA-1483101	Synthesis of PS	2	0
Reactome	R-HSA-1483115	Hydrolysis of LPC	9	0
Reactome	R-HSA-1483148	Synthesis of PG	8	0
Reactome	R-HSA-1483152	Hydrolysis of LPE	2	0
Reactome	R-HSA-1483166	Synthesis of PA	39	1
Reactome	R-HSA-1483191	Synthesis of PC	28	1
Reactome	R-HSA-1483196	PI and PC transport between ER and Golgi membranes	1	0
Reactome	R-HSA-1483206	Glycerophospholipid biosynthesis	6	0
Reactome	R-HSA-1483213	Synthesis of PE	13	1
Reactome	R-HSA-1483226	Synthesis of PI	5	0
Reactome	R-HSA-1483248	Synthesis of PIPs at the ER membrane	5	0
Reactome	R-HSA-1483255	PI Metabolism	4	0
Reactome	R-HSA-1489509	DAG and IP3 signaling	7	0
Reactome	R-HSA-1502540	Signaling by Activin	15	1
Reactome	R-HSA-1538133	G0 and Early G1	18	1
Reactome	R-HSA-156581	Methylation	14	1
Reactome	R-HSA-156582	Acetylation	2	0
Reactome	R-HSA-156584	Cytosolic sulfonation of small molecules	18	1
Reactome	R-HSA-156588	Glucuronidation	22	1
Reactome	R-HSA-156590	Glutathione conjugation	23	1
Reactome	R-HSA-1566948	Elastic fibre formation	18	1
Reactome	R-HSA-1566977	Fibronectin matrix formation	20	1
Reactome	R-HSA-156711	Polo-like kinase mediated events	16	1
Reactome	R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	112	1
Reactome	R-HSA-156842	Eukaryotic Translation Elongation	5	0
Reactome	R-HSA-156902	Peptide chain elongation	90	1
Reactome	R-HSA-159227	Transport of the SLBP independent Mature mRNA	35	1
Reactome	R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	36	1
Reactome	R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript	42	1
Reactome	R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	75	1
Reactome	R-HSA-1592389	Activation of Matrix Metalloproteinases	32	1
Reactome	R-HSA-159418	Recycling of bile acids and salts	18	1
Reactome	R-HSA-159424	Conjugation of carboxylic acids	4	0
Reactome	R-HSA-159740	Gamma-carboxylation of protein precursors	10	1
Reactome	R-HSA-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	9	0
Reactome	R-HSA-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	10	1
Reactome	R-HSA-1606322	ZBP1(DAI) mediated induction of type I IFNs	1	0
Reactome	R-HSA-1606341	IRF3 mediated activation of type 1 IFN	5	0
Reactome	R-HSA-1614517	Sulfide oxidation to sulfate	6	0
Reactome	R-HSA-1614558	Degradation of cysteine and homocysteine	10	1
Reactome	R-HSA-1614603	Cysteine formation from homocysteine	2	0
Reactome	R-HSA-1614635	Sulfur amino acid metabolism	6	0
Reactome	R-HSA-162585	Uncoating of the HIV Virion	1	0
Reactome	R-HSA-162588	Budding and maturation of HIV virion	28	1
Reactome	R-HSA-162592	Integration of provirus	5	0
Reactome	R-HSA-162594	Early Phase of HIV Life Cycle	3	0
Reactome	R-HSA-162599	Late Phase of HIV Life Cycle	1	0
Reactome	R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	14	1
Reactome	R-HSA-162699	Synthesis of dolichyl-phosphate mannose	3	0
Reactome	R-HSA-162710	Synthesis of glycosylphosphatidylinositol (GPI)	18	1
Reactome	R-HSA-162791	Attachment of GPI anchor to uPAR	7	0
Reactome	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	65	1
Reactome	R-HSA-163210	Formation of ATP by chemiosmotic coupling	20	1
Reactome	R-HSA-163282	Mitochondrial transcription initiation	3	0
Reactome	R-HSA-1632852	Macroautophagy	68	1
Reactome	R-HSA-163316	Mitochondrial transcription termination	1	0
Reactome	R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	5	0
Reactome	R-HSA-163359	Glucagon signaling in metabolic regulation	26	1
Reactome	R-HSA-163560	Triglyceride catabolism	24	1
Reactome	R-HSA-163615	PKA activation	18	1
Reactome	R-HSA-163680	AMPK inhibits chREBP transcriptional activation activity	8	0
Reactome	R-HSA-163754	Insulin effects increased synthesis of Xylulose-5-Phosphate	2	0
Reactome	R-HSA-163765	ChREBP activates metabolic gene expression	8	0
Reactome	R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	7	0
Reactome	R-HSA-163841	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	6	0
Reactome	R-HSA-164378	PKA activation in glucagon signalling	17	1
Reactome	R-HSA-164516	Minus-strand DNA synthesis	1	0
Reactome	R-HSA-164525	Plus-strand DNA synthesis	1	0
Reactome	R-HSA-164843	2-LTR circle formation	7	0
Reactome	R-HSA-164939	Nef mediated downregulation of CD28 cell surface expression	2	0
Reactome	R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	10	1
Reactome	R-HSA-164944	Nef and signal transduction	8	0
Reactome	R-HSA-165054	Rev-mediated nuclear export of HIV RNA	35	1
Reactome	R-HSA-1650814	Collagen biosynthesis and modifying enzymes	65	1
Reactome	R-HSA-165158	Activation of AKT2	4	0
Reactome	R-HSA-165159	MTOR signalling	28	1
Reactome	R-HSA-165160	PDE3B signalling	2	0
Reactome	R-HSA-165181	Inhibition of TSC complex formation by AKT (PKB)	5	0
Reactome	R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	15	1
Reactome	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	18	1
Reactome	R-HSA-166020	Transfer of LPS from LBP carrier to CD14	2	0
Reactome	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	53	1
Reactome	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	18	1
Reactome	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane	16	1
Reactome	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane	11	1
Reactome	R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	26	1
Reactome	R-HSA-1660661	Sphingolipid de novo biosynthesis	37	1
Reactome	R-HSA-166166	MyD88-independent TLR4 cascade 	6	0
Reactome	R-HSA-166187	Mitochondrial Uncoupling	2	0
Reactome	R-HSA-166208	mTORC1-mediated signalling	23	1
Reactome	R-HSA-1663150	The activation of arylsulfatases	13	1
Reactome	R-HSA-166662	Lectin pathway of complement activation	8	0
Reactome	R-HSA-166663	Initial triggering of complement	16	1
Reactome	R-HSA-166665	Terminal pathway of complement	8	0
Reactome	R-HSA-167021	PLC-gamma1 signalling	3	0
Reactome	R-HSA-167044	Signalling to RAS	10	1
Reactome	R-HSA-167060	NGF processing	4	0
Reactome	R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	45	1
Reactome	R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	33	1
Reactome	R-HSA-167160	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	27	1
Reactome	R-HSA-167161	HIV Transcription Initiation	47	1
Reactome	R-HSA-167162	RNA Polymerase II HIV Promoter Escape	47	1
Reactome	R-HSA-167172	Transcription of the HIV genome	47	1
Reactome	R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	43	1
Reactome	R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	31	1
Reactome	R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	23	1
Reactome	R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	31	1
Reactome	R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	41	1
Reactome	R-HSA-167287	HIV elongation arrest and recovery	33	1
Reactome	R-HSA-167290	Pausing and recovery of HIV elongation	33	1
Reactome	R-HSA-167590	Nef Mediated CD4 Down-regulation	9	0
Reactome	R-HSA-167826	The fatty acid cycling model	5	0
Reactome	R-HSA-1679131	Trafficking and processing of endosomal TLR	13	1
Reactome	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	5	0
Reactome	R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	1	0
Reactome	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	3	0
Reactome	R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	1	0
Reactome	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	6	0
Reactome	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	2	0
Reactome	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	4	0
Reactome	R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	32	1
Reactome	R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	2	0
Reactome	R-HSA-168276	NS1 Mediated Effects on Host Pathways	40	1
Reactome	R-HSA-168277	Influenza Virus Induced Apoptosis	2	0
Reactome	R-HSA-168315	Inhibition of Host mRNA Processing and RNA Silencing	2	0
Reactome	R-HSA-168316	Assembly of Viral Components at the Budding Site	2	0
